species,collection,item,asset,measure,value
Rousettus aegyptiacus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,86.78476892822012
Rousettus aegyptiacus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,90.78
Rousettus aegyptiacus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,97.59
Rousettus aegyptiacus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,32.07
Rousettus aegyptiacus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.075955130722333
Rousettus amplexicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.579304589707895
Rousettus amplexicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,62.22
Rousettus amplexicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.1
Rousettus amplexicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,30.94
Rousettus amplexicaudatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.41743180988293
Rousettus leschenaultii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,50.28599999999998
Rousettus leschenaultii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,52.31
Rousettus leschenaultii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,75.09
Rousettus leschenaultii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,17.34
Rousettus leschenaultii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,13.692531123624601
Rousettus linduensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,84.0942105263158
Rousettus linduensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,84.655
Rousettus linduensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,94.96
Rousettus linduensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,70.61
Rousettus linduensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.383514930929483
Rousettus madagascariensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Rousettus madagascariensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Rousettus madagascariensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Rousettus madagascariensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Rousettus madagascariensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Rousettus obliviosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,66.79175438596491
Rousettus obliviosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,67.795
Rousettus obliviosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,93.82
Rousettus obliviosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,18.74
Rousettus obliviosus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,20.032527188736278
Rousettus spinalatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.61749790794977
Rousettus spinalatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,78.23
Rousettus spinalatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,95.15
Rousettus spinalatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,6.8
Rousettus spinalatus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.622331042769872
Saccolaimus flaviventris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,81.602103478451
Saccolaimus flaviventris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,84.93
Saccolaimus flaviventris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,97.19
Saccolaimus flaviventris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.83
Saccolaimus flaviventris,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.958976785165826
Saccopteryx antioquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,93.62544899910812
Saccopteryx antioquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,98.46
Saccopteryx antioquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,99.51
Saccopteryx antioquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,4.92
Saccopteryx antioquensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.091446728326895
Saccopteryx bilineata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,66.33142857142857
Saccopteryx bilineata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,68.58000000000001
Saccopteryx bilineata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.69
Saccopteryx bilineata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,30.9
Saccopteryx bilineata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,14.44667582276429
Saccopteryx canescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.36680000000001
Saccopteryx canescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,72.05
Saccopteryx canescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,87.18
Saccopteryx canescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,63.13
Saccopteryx canescens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.315937351654488
Saccopteryx gymnura,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,83.86970588235297
Saccopteryx gymnura,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,85.795
Saccopteryx gymnura,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,92.19
Saccopteryx gymnura,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,54.86
Saccopteryx gymnura,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.913270988050624
Scoteanax rueppellii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Scoteanax rueppellii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Scoteanax rueppellii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Scoteanax rueppellii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Scoteanax rueppellii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Scotoecus pallidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,83.13
Scotoecus pallidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,83.13
Scotoecus pallidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,83.25
Scotoecus pallidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,83.01
Scotoecus pallidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,0.16970562748476276
Scotonycteris bergmansi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Scotonycteris bergmansi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Scotonycteris bergmansi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Scotonycteris bergmansi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Scotonycteris bergmansi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Scotonycteris occidentalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Scotonycteris occidentalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Scotonycteris occidentalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Scotonycteris occidentalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Scotonycteris occidentalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Scotonycteris zenkeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Scotonycteris zenkeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Scotonycteris zenkeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Scotonycteris zenkeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Scotonycteris zenkeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Scotophilus andrewreborii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,69.93333333333332
Scotophilus andrewreborii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,70.675
Scotophilus andrewreborii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.92
Scotophilus andrewreborii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,65.4
Scotophilus andrewreborii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.4611352394101873
Scotophilus borbonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,60.833333333333336
Scotophilus borbonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,63.05
Scotophilus borbonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,76.99
Scotophilus borbonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,42.46
Scotophilus borbonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,17.37139698853645
Scotophilus collinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,30.171617647058813
Scotophilus collinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,28.64
Scotophilus collinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,67.62
Scotophilus collinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,17.73
Scotophilus collinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.429976121301434
Scotophilus ejetai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,51.90623255813955
Scotophilus ejetai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,54.95
Scotophilus ejetai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,73.8
Scotophilus ejetai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,9.62
Scotophilus ejetai,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.165326607841468
Scotophilus heathii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,56.74333333333333
Scotophilus heathii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,58.265
Scotophilus heathii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,63.37
Scotophilus heathii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,43.89
Scotophilus heathii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.6998079574467395
Scotophilus leucogaster,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.63999999999999
Scotophilus leucogaster,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,70.34
Scotophilus leucogaster,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,86.7
Scotophilus leucogaster,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,63.98
Scotophilus leucogaster,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.059105271540863
Scotophilus livingstonii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Scotophilus livingstonii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Scotophilus livingstonii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Scotophilus livingstonii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Scotophilus livingstonii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Scotophilus marovaza,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,67.245
Scotophilus marovaza,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,68.52000000000001
Scotophilus marovaza,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.16
Scotophilus marovaza,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,60.78
Scotophilus marovaza,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,4.733557506428612
Scotophilus nux,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,47.21102040816327
Scotophilus nux,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,47.33
Scotophilus nux,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,65.51
Scotophilus nux,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,32.79
Scotophilus nux,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.176131805302547
Scotophilus robustus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.53875000000001
Scotophilus robustus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,61.504999999999995
Scotophilus robustus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,71.05
Scotophilus robustus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,55.41
Scotophilus robustus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.442608191719427
Scotophilus tandrefana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,90.86999999999999
Scotophilus tandrefana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,90.97
Scotophilus tandrefana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,92.41
Scotophilus tandrefana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,88.34
Scotophilus tandrefana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,1.4746072923550408
Scotophilus trujilloi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,64.72364864864866
Scotophilus trujilloi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,68.29499999999999
Scotophilus trujilloi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,74.98
Scotophilus trujilloi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,31.51
Scotophilus trujilloi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.752608796608056
Scotophilus viridis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,46.564545454545446
Scotophilus viridis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,44.57
Scotophilus viridis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,60.14
Scotophilus viridis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,39.09
Scotophilus viridis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.8634876372963625
Scotorepens balstoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Scotorepens balstoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Scotorepens balstoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Scotorepens balstoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Scotorepens balstoni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Scotorepens greyii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,64.43975206611567
Scotorepens greyii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,68.11
Scotorepens greyii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,83.8
Scotorepens greyii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,16.69
Scotorepens greyii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.41190647378756
Scotorepens orion,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Scotorepens orion,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Scotorepens orion,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Scotorepens orion,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Scotorepens orion,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Scotorepens sanborni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.483709677419355
Scotorepens sanborni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,41.11
Scotorepens sanborni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,63.31
Scotorepens sanborni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,21.77
Scotorepens sanborni,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.539700348229143
Scotozous dormeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,31.269499999999976
Scotozous dormeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,31.725
Scotozous dormeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,77.3
Scotozous dormeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,8.4
Scotozous dormeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.675304916345368
Sphaeronycteris toxophyllum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,30.23562130177514
Sphaeronycteris toxophyllum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,28.665
Sphaeronycteris toxophyllum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,67.62
Sphaeronycteris toxophyllum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,17.73
Sphaeronycteris toxophyllum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.456191524234948
Stenoderma rufum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,72.82872340425533
Stenoderma rufum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,72.16
Stenoderma rufum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,88.05
Stenoderma rufum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,58.47
Stenoderma rufum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.292643588493004
Stenonycteris lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,70.5197872340425
Stenonycteris lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,75.795
Stenonycteris lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,96.24
Stenonycteris lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,20.84
Stenonycteris lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,19.86795255542465
Sturnira angeli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,54.450373831775714
Sturnira angeli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,53.71
Sturnira angeli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.59
Sturnira angeli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.55
Sturnira angeli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,14.236226771484084
Sturnira aratathomasi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,76.19583333333333
Sturnira aratathomasi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,74.29499999999999
Sturnira aratathomasi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,89.78
Sturnira aratathomasi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,65.55
Sturnira aratathomasi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.599349715439141
Sturnira bakeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.933228933631646
Sturnira bakeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,39.23
Sturnira bakeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,86.5
Sturnira bakeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,8.53
Sturnira bakeri,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,15.48640204012207
Sturnira bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,52.160583941605864
Sturnira bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,52.81
Sturnira bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.81
Sturnira bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,25.1
Sturnira bidens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,13.726446605775685
Sturnira bogotensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,80.2135238095238
Sturnira bogotensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,83.02000000000001
Sturnira bogotensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,94.32
Sturnira bogotensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,42.39
Sturnira bogotensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.829262140258463
Sturnira burtonlimi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Sturnira burtonlimi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Sturnira burtonlimi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Sturnira burtonlimi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Sturnira burtonlimi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Sturnira erythromos,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,83.15
Sturnira erythromos,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,83.15
Sturnira erythromos,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.51
Sturnira erythromos,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,81.79
Sturnira erythromos,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,1.9233304448274084
Sturnira hondurensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Sturnira hondurensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Sturnira hondurensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Sturnira hondurensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Sturnira hondurensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Sturnira koopmanhilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Sturnira koopmanhilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Sturnira koopmanhilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Sturnira koopmanhilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Sturnira koopmanhilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Sturnira lilium,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Sturnira lilium,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Sturnira lilium,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Sturnira lilium,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Sturnira lilium,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Sturnira ludovici,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,80.035
Sturnira ludovici,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,80.035
Sturnira ludovici,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.85
Sturnira ludovici,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,77.22
Sturnira ludovici,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.9810111780802595
Sturnira luisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,44.24468750000001
Sturnira luisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,43.875
Sturnira luisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,73.15
Sturnira luisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,8.22
Sturnira luisi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.446623522705785
Sturnira magna,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,79.14500000000001
Sturnira magna,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,77.9
Sturnira magna,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,87.13
Sturnira magna,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,70.62
Sturnira magna,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.172136036152819
Sturnira mordax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,63.8
Sturnira mordax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,63.8
Sturnira mordax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,63.8
Sturnira mordax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,63.8
Sturnira mordax,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Sturnira nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,78.016
Sturnira nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,78.16
Sturnira nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,81.13
Sturnira nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,74.8
Sturnira nana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.4734449660342097
Sturnira oporaphilum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Sturnira oporaphilum,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
