species,collection,item,asset,measure,value
Hypsugo macrotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,34.18
Hypsugo macrotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,45.65
Hypsugo macrotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,23.28
Hypsugo macrotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.501329596430603
Hypsugo musciculus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,72.82872340425533
Hypsugo musciculus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,72.16
Hypsugo musciculus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,88.05
Hypsugo musciculus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,58.47
Hypsugo musciculus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.292643588493004
Hypsugo pulveratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,66.07450097847355
Hypsugo pulveratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,67.71
Hypsugo pulveratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,80.89
Hypsugo pulveratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,4.02
Hypsugo pulveratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.245611019207965
Hypsugo savii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,84.38999999999999
Hypsugo savii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,85.53
Hypsugo savii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,94.96
Hypsugo savii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,70.61
Hypsugo savii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.030520747647328
Ia io,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,61.22797733217084
Ia io,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,62.75
Ia io,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.1
Ia io,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,20.67
Ia io,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.362206800384532
Idionycteris phyllotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Idionycteris phyllotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Idionycteris phyllotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Idionycteris phyllotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Idionycteris phyllotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula africana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,66.10888888888888
Kerivoula africana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,75.42
Kerivoula africana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,80.39
Kerivoula africana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,41.91
Kerivoula africana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,15.112125466363462
Kerivoula agnella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,69.055
Kerivoula agnella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,69.055
Kerivoula agnella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,69.39
Kerivoula agnella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,68.72
Kerivoula agnella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,0.47376154339499305
Kerivoula argentata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula argentata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula argentata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula argentata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula argentata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula crypta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,34.93117647058824
Kerivoula crypta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,32.4
Kerivoula crypta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,47.0
Kerivoula crypta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,25.38
Kerivoula crypta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,6.420436981188413
Kerivoula cuprosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,47.21102040816327
Kerivoula cuprosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,47.33
Kerivoula cuprosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,65.51
Kerivoula cuprosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,32.79
Kerivoula cuprosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.176131805302547
Kerivoula depressa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula depressa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula depressa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula depressa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula depressa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula dongduongana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula dongduongana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula dongduongana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula dongduongana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula dongduongana,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula eriophora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,60.539578947368454
Kerivoula eriophora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,58.1
Kerivoula eriophora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.42
Kerivoula eriophora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,32.82
Kerivoula eriophora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.931422978343992
Kerivoula flora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,45.41776435045317
Kerivoula flora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,46.1
Kerivoula flora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.91
Kerivoula flora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,18.43
Kerivoula flora,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,18.482029990303634
Kerivoula furva,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,92.41
Kerivoula furva,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,92.61
Kerivoula furva,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,92.79
Kerivoula furva,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,91.63
Kerivoula furva,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,0.5309111664550592
Kerivoula hardwickii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.483709677419355
Kerivoula hardwickii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,41.11
Kerivoula hardwickii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,63.31
Kerivoula hardwickii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,21.77
Kerivoula hardwickii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.539700348229143
Kerivoula intermedia,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula intermedia,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula intermedia,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula intermedia,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula intermedia,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula kachinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula kachinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula kachinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula kachinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula kachinensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula krauensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,34.442
Kerivoula krauensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,30.79
Kerivoula krauensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,42.75
Kerivoula krauensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,29.76
Kerivoula krauensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.831849620832142
Kerivoula lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,79.14500000000001
Kerivoula lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,77.9
Kerivoula lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,87.13
Kerivoula lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,70.62
Kerivoula lanosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.172136036152819
Kerivoula lenis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula lenis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula lenis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula lenis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula lenis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula minuta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula minuta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula minuta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula minuta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula minuta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula muscina,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,82.83168341708539
Kerivoula muscina,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,85.51
Kerivoula muscina,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,97.19
Kerivoula muscina,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,25.78
Kerivoula muscina,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.340201767355607
Kerivoula myrella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,65.3099069891046
Kerivoula myrella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,67.9
Kerivoula myrella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,89.99
Kerivoula myrella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,4.96
Kerivoula myrella,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.758225653077472
Kerivoula papillosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula papillosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula papillosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula papillosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula papillosa,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula pellucida,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.88295566502462
Kerivoula pellucida,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,41.09
Kerivoula pellucida,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,81.25
Kerivoula pellucida,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,14.78
Kerivoula pellucida,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,14.728679443571643
Kerivoula phalaena,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Kerivoula phalaena,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Kerivoula phalaena,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Kerivoula phalaena,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Kerivoula phalaena,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula smithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,91.97
Kerivoula smithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,91.97
Kerivoula smithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.97
Kerivoula smithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,91.97
Kerivoula smithii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Kerivoula titania,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,52.160583941605864
Kerivoula titania,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,52.81
Kerivoula titania,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.81
Kerivoula titania,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,25.1
Kerivoula titania,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,13.726446605775685
Kerivoula whiteheadi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,44.24468750000001
Kerivoula whiteheadi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,43.875
Kerivoula whiteheadi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,73.15
Kerivoula whiteheadi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,8.22
Kerivoula whiteheadi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.446623522705785
Laephotis angolensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Laephotis angolensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Laephotis angolensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Laephotis angolensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Laephotis angolensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Laephotis namibensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Laephotis namibensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Laephotis namibensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Laephotis namibensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Laephotis namibensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Lampronycteris brachyotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,30.240914454277277
Lampronycteris brachyotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,28.67
Lampronycteris brachyotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,67.62
Lampronycteris brachyotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,17.73
Lampronycteris brachyotis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.445791316770634
Lasiurus atratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,50.10242424242424
Lasiurus atratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,53.57
Lasiurus atratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,61.51
Lasiurus atratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,26.63
Lasiurus atratus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.412269263540752
Lasiurus blossevillii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Lasiurus blossevillii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Lasiurus blossevillii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Lasiurus blossevillii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Lasiurus blossevillii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Lasiurus castaneus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,65.62333333333333
Lasiurus castaneus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,65.88499999999999
Lasiurus castaneus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,69.2
Lasiurus castaneus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,62.75
Lasiurus castaneus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.2468259092921903
Lasiurus cinereus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,48.63123844731976
Lasiurus cinereus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,47.6
Lasiurus cinereus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,81.55
Lasiurus cinereus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,29.34
Lasiurus cinereus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,9.02601001532467
Lasiurus degelidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,73.15893805309734
Lasiurus degelidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,75.07
Lasiurus degelidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.21
Lasiurus degelidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,44.14
Lasiurus degelidus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.036081842466935
Lasiurus ebenus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,44.82991828396323
Lasiurus ebenus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,44.54
Lasiurus ebenus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,83.47
Lasiurus ebenus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,7.56
Lasiurus ebenus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.55772045164207
Lasiurus ega,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Lasiurus ega,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Lasiurus ega,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Lasiurus ega,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Lasiurus ega,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Lasiurus egregius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,78.1207333333334
Lasiurus egregius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,85.535
Lasiurus egregius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,96.61
Lasiurus egregius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,12.21
Lasiurus egregius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,18.062731619651064
Lasiurus insularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,82.0351111111111
Lasiurus insularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,84.44
Lasiurus insularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.54
Lasiurus insularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,58.23
Lasiurus insularis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.351070596097854
Lasiurus intermedius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Lasiurus intermedius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Lasiurus intermedius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Lasiurus intermedius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Lasiurus intermedius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Lasiurus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,22.05
Lasiurus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,22.05
Lasiurus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,24.69
Lasiurus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,19.41
Lasiurus minor,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.733523804664972
Lasiurus pfeifferi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,23.786155115511534
Lasiurus pfeifferi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,23.145
Lasiurus pfeifferi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,45.79
Lasiurus pfeifferi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,16.82
Lasiurus pfeifferi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.672307343549309
Lasiurus salinae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,50.34786780383794
Lasiurus salinae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,52.38
Lasiurus salinae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,74.96
Lasiurus salinae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,15.3
Lasiurus salinae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.592257332349474
Lasiurus seminolus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,45.037428571428606
Lasiurus seminolus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,44.57
Lasiurus seminolus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,65.33
Lasiurus seminolus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,27.66
Lasiurus seminolus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.985933544845787
Lasiurus varius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,43.644070397111875
Lasiurus varius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,41.295
Lasiurus varius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,85.98
Lasiurus varius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,13.47
Lasiurus varius,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,16.417783744270423
Lasiurus xanthinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,88.08936893203888
Lasiurus xanthinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,88.9
Lasiurus xanthinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,96.29
Lasiurus xanthinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,56.78
Lasiurus xanthinus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.761583410522205
Latidens salimalii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,51.46105263157895
Latidens salimalii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,48.39
Latidens salimalii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,80.06
Latidens salimalii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,27.98
Latidens salimalii,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,15.285992851091128
Lavia frons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,53.261219512195126
Lavia frons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,55.61
Lavia frons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,63.63
Lavia frons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,40.32
Lavia frons,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.705542873517078
Leptonycteris curasoae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,44.672277777777786
Leptonycteris curasoae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,42.105000000000004
Leptonycteris curasoae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,77.38
Leptonycteris curasoae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,26.16
Leptonycteris curasoae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,11.785689306798098
Leptonycteris nivalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Leptonycteris nivalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Leptonycteris nivalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Leptonycteris nivalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Leptonycteris nivalis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
Leptonycteris yerbabuenae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,88.08936893203888
Leptonycteris yerbabuenae,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,88.9
