species,collection,item,asset,measure,value
Nyctinomops femorosaccus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,65.41450980392158
Nyctinomops femorosaccus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,65.47999999999999
Nyctinomops femorosaccus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,81.06
Nyctinomops femorosaccus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,41.12
Nyctinomops femorosaccus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.717954844714462
