species,collection,item,asset,measure,value
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,80.49
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,80.49
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.27
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,78.71
Chalinolobus neocaledonicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.5173001410241107
