species,collection,item,asset,measure,value
Myotis borneoensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,47.120675324675354
Myotis borneoensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,43.95
Myotis borneoensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,86.5
Myotis borneoensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,23.13
Myotis borneoensis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,17.698863371609928
