species,collection,item,asset,measure,value
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,39.97
Cynomops abrasus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
