species,collection,item,asset,measure,value
Dermanura rosenbergi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,45.03345454545454
Dermanura rosenbergi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,45.46
Dermanura rosenbergi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,51.19
Dermanura rosenbergi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,21.4
Dermanura rosenbergi,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,3.879053922648091
