species,collection,item,asset,measure,value
Thyroptera discifera,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,46.91754792769766
Thyroptera discifera,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,45.34
Thyroptera discifera,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.1
Thyroptera discifera,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,10.83
Thyroptera discifera,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,10.905842790418586
