species,collection,item,asset,measure,value
Dobsonia exoleta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,48.66224400871462
Dobsonia exoleta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,56.04
Dobsonia exoleta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.42
Dobsonia exoleta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,10.22
Dobsonia exoleta,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,23.00608083602636
