species,collection,item,asset,measure,value
Myotis australis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,56.93285135135137
Myotis australis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,57.845
Myotis australis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,68.33
Myotis australis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,38.05
Myotis australis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,5.331166439914695
