species,collection,item,asset,measure,value
Miniopterus pusillus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,52.959271113501714
Miniopterus pusillus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,46.61
Miniopterus pusillus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,95.73
Miniopterus pusillus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,2.67
Miniopterus pusillus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,17.691061219759984
