species,collection,item,asset,measure,value
Hesperoptenus tickelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,64.95103030303027
Hesperoptenus tickelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,66.605
Hesperoptenus tickelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,86.31
Hesperoptenus tickelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,21.55
Hesperoptenus tickelli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.206102673978263
