species,collection,item,asset,measure,value
Nyctimene keasti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,54.00195046439631
Nyctimene keasti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,53.78
Nyctimene keasti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,78.6
Nyctimene keasti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,7.35
Nyctimene keasti,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,8.64263472580843
