species,collection,item,asset,measure,value
Glauconycteris superba,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,87.208
Glauconycteris superba,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,86.48
Glauconycteris superba,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,90.88
Glauconycteris superba,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,84.72
Glauconycteris superba,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.4415916939570352
