species,collection,item,asset,measure,value
Glischropus javanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,55.80307692307693
Glischropus javanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,54.92
Glischropus javanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,61.13
Glischropus javanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,52.43
Glischropus javanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,2.5569036763743
