species,collection,item,asset,measure,value
Pteropus ualanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,40.944053575941396
Pteropus ualanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,43.77
Pteropus ualanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,82.33
Pteropus ualanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,10.81
Pteropus ualanus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,17.604500309229863
