species,collection,item,asset,measure,value
Pteronotus quadridens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,63.59272442588723
Pteronotus quadridens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,63.47
Pteronotus quadridens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,91.21
Pteronotus quadridens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,27.59
Pteronotus quadridens,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,12.22759030512804
