species,collection,item,asset,measure,value
Pipistrellus westralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Pipistrellus westralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Pipistrellus westralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Pipistrellus westralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Pipistrellus westralis,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
