species,collection,item,asset,measure,value
Emballonura semicaudata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,33.63234042553192
Emballonura semicaudata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,32.34
Emballonura semicaudata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,49.81
Emballonura semicaudata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,23.02
Emballonura semicaudata,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,7.296264444091432
