species,collection,item,asset,measure,value
Rhinolophus bocharicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,52.160583941605864
Rhinolophus bocharicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,52.81
Rhinolophus bocharicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,84.81
Rhinolophus bocharicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,25.1
Rhinolophus bocharicus,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,13.726446605775685
