species,collection,item,asset,measure,value
Hipposideros edwardshilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,mean,NaN
Hipposideros edwardshilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,median,NaN
Hipposideros edwardshilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,maximum,NaN
Hipposideros edwardshilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,minimum,NaN
Hipposideros edwardshilli,bii_nhm,bii_nhm_10km_2020,bii_nhm_10km_2020,std,NaN
